x,y,z
-5.622,-2.974,90.275
-5.755,-2.661,89.661
-5.431,-2.422,89.35
-5.017,-2.277,89.197
-4.649,-2.039,89.369
-4.499,-1.707,89.454
-4.588,-1.353,89.852
-4.85,-1.037,90.064
-4.889,-0.764,90.329
-5.286,-0.53,90.434
-5.296,-0.31,90.265
-5.603,-0.01,90.347
-5.88,0.104,90.425
-5.912,-0.008,90.476
-6.345,-0.274,90.415
-6.356,-0.505,90.495
-6.847,-0.766,90.503
-6.899,-1.199,90.26
-7.189,-1.56,90.295
-7.494,-1.897,90.352
-7.598,-2.299,90.333
-7.622,-2.514,90.417
-7.655,-2.328,90.531
-8.229,-2.076,90.744
-8.492,-2.046,90.487
-8.72,-2.32,90.449
-8.934,-2.636,90.264
-9.201,-2.751,90.512
-9.468,-2.562,90.727
-9.58,-2.21,90.497
-9.709,-1.88,90.626
-9.654,-1.444,90.774
-9.405,-1.081,90.97
-9.004,-0.785,91.111
-8.463,-0.601,91.194
-8.394,-0.537,91.228
-7.362,-0.402,91.187
-6.863,-0.373,90.94
-6.374,-0.255,90.703
-5.901,-0.132,90.327
-5.452,-0.07,90.015
-5.121,0.021,89.793
-5.063,0.182,89.656
-5.311,0.186,89.189
-5.343,0.006,88.699
-5.987,-0.339,88.368
-6.185,-0.839,88.198
-6.254,-1.191,88.262
-6.255,-1.642,88.171
-6.549,-2.01,88.231
-6.623,-2.281,88.472
-6.424,-2.565,88.695
-5.819,-2.719,88.889
-5.727,-2.626,89.115
-5.013,-2.505,89.353
-4.681,-2.184,89.629
-4.743,-2.101,89.922
-4.967,-2.204,90.132
-5.015,-2.329,90.17
-5.523,-2.368,90.314
-5.874,-2.331,90.411
-5.934,-2.311,90.408
-6.467,-2.401,90.317
-6.685,-2.394,90.082
-6.71,-2.381,89.909
-6.555,-2.241,89.744
-6.397,-2.144,89.588
-6.312,-2.032,89.566
-6.221,-1.87,89.433
-6.254,-1.712,89.295
-6.416,-1.603,89.225
-6.672,-1.657,89.47
-6.867,-1.838,89.627
-6.831,-2.099,89.742
-6.513,-2.359,89.774
-6.44,-2.398,89.733
-5.656,-2.441,90.012
-5.518,-2.249,90.213
-5.542,-1.98,90.114
-5.769,-1.759,89.999
-5.833,-1.676,89.72
-6.04,-1.856,89.512
-6.091,-2.285,89.226
-6.272,-2.649,89.14
-6.172,-2.788,89.327
-6.035,-2.491,89.368
-5.969,-2.149,89.588
-6.093,-1.888,89.808
-6.357,-1.709,89.813
-6.676,-1.673,89.91
-6.947,-1.809,89.758
-7.027,-2.105,89.782
-7.028,-2.477,89.564
-7.036,-2.901,89.574
-7.07,-3.076,89.419
-7.256,-2.922,89.238
-7.283,-2.708,89.274
-7.289,-2.518,89.28
-7.155,-2.571,89.242
-7.039,-2.954,89.372
-6.956,-3.217,89.549
-6.977,-3.469,89.983
-7.192,-3.64,90.301
-7.288,-3.34,91.071
-6.998,-2.944,91.492
-6.549,-2.462,91.574
-6.112,-2.026,91.747
-6.04,-1.581,91.703
-5.464,-1.373,91.232
-5.302,-1.01,90.946
-5.37,-0.692,90.789
-5.527,-0.573,90.653
-5.8,-0.615,90.322
-6.223,-0.65,89.967
-6.496,-0.631,89.83
-6.73,-0.485,89.689
-6.732,-0.454,89.543
-6.44,-0.325,89.284
-6.492,-0.483,89.348
-6.975,-0.903,89.494
-7.467,-1.089,89.714
-7.948,-1.263,90.176
-8.022,-1.646,90.219
-8.708,-2.264,90.265
-8.838,-2.696,90.201
-9.015,-3.25,90.11
-9.044,-3.684,89.998
-8.985,-3.677,90.004
-8.626,-3.487,89.957
-8.282,-3.525,89.965
-8.062,-3.679,90.143
-7.732,-4.048,90.398
-7.721,-4.301,90.757
-7.952,-4.707,90.821
-8.245,-5.1,91.046
-8.482,-5.354,90.906
-8.725,-5.697,90.818
-8.949,-5.997,90.796
-9.011,-6.301,90.639
-8.805,-6.555,90.514
-8.29,-6.86,90.403
-8.03,-6.785,90.351
-8.136,-6.319,90.269
-8.429,-5.941,90.338
-8.677,-5.942,90.3
-8.695,-5.878,90.321
-9.123,-5.58,90.012
-9.243,-5.337,89.821
-9.258,-5.099,89.851
-9.183,-5.028,89.826
-9.0,-5.098,89.965
-8.881,-5.435,90.214
-8.971,-5.692,90.386
-9.129,-5.77,90.411
-9.401,-5.819,90.178
-9.572,-5.749,90.106
-9.692,-5.566,89.996
-9.626,-5.412,89.827
-9.428,-5.204,89.775
-9.171,-5.184,89.725
-8.898,-5.469,89.739
-9.135,-5.831,89.686
-9.54,-6.059,89.494
-9.737,-6.109,89.367
-9.979,-6.119,89.111
-10.439,-6.262,89.099
-10.659,-6.336,89.011
-10.645,-6.205,88.99
-10.338,-5.894,89.084
-10.267,-5.791,89.215
-9.74,-5.683,89.114
-9.714,-5.672,88.902
-9.344,-5.516,88.921
-9.337,-5.282,88.836
-9.484,-5.038,88.826
-9.493,-4.888,88.567
-9.445,-4.612,88.706
-9.442,-4.317,88.61
-9.357,-4.024,88.573
-9.48,-3.817,88.81
-9.656,-3.806,89.009
-9.705,-4.077,89.014
-9.408,-4.447,88.975
-8.806,-4.868,88.891
-8.357,-4.95,88.802
-7.979,-4.915,88.723
-7.485,-5.111,88.741
-7.068,-5.259,88.648
-6.841,-5.305,88.688
-6.985,-5.121,88.675
-7.274,-4.708,88.716
-7.516,-4.459,88.745
-7.657,-4.265,88.717
-7.696,-4.06,88.807
-8.045,-3.93,88.812
-8.235,-3.709,88.878
-8.331,-3.176,89.065
-8.408,-2.478,89.074
-8.47,-1.66,89.32
-8.53,-1.082,89.535
-8.572,-0.622,89.904
-8.608,-0.094,89.983
-8.665,0.33,90.159
-8.54,0.572,90.327
-8.336,0.829,90.493
-7.944,0.554,90.681
-7.56,0.308,91.067
-7.035,0.238,91.417
-6.619,0.473,91.702
-6.566,0.656,91.705
-6.576,0.995,91.722
-6.824,1.227,91.451
-7.058,1.437,91.584
-7.429,1.384,91.606
-7.776,0.937,91.692
-7.861,0.45,91.512
-7.87,-0.146,91.52
-7.91,-0.572,91.445
-7.902,-0.763,91.445
-7.61,-0.911,91.551
-7.63,-0.996,91.846
-7.631,-1.465,92.035
-7.473,-2.106,92.117
-7.22,-2.716,92.104
-7.174,-2.764,92.151
-6.871,-3.258,92.151
-6.091,-4.078,91.687
-5.489,-4.327,91.852
-4.816,-4.457,91.926
-4.477,-4.584,91.971
-4.097,-4.82,92.126
-3.986,-5.188,91.94
-4.37,-5.544,92.047
-4.952,-5.562,91.843
-5.032,-5.597,91.458
-5.745,-5.632,91.299
-5.808,-5.587,91.132
-6.74,-5.503,90.788
-6.782,-5.393,90.379
-8.079,-5.213,90.117
-8.749,-4.974,90.26
-9.301,-4.819,90.061
-9.767,-4.763,90.036
-9.809,-4.558,90.078
-10.48,-4.481,90.163
-10.89,-4.447,89.928
-11.38,-4.421,89.796
-11.38,-4.174,89.531
-12.079,-3.772,89.569
-12.134,-3.469,89.284
-12.29,-3.222,89.157
-12.359,-2.862,89.281
-12.364,-2.569,89.202
-11.936,-2.539,89.348
-11.676,-2.535,89.095
-11.461,-2.532,89.039
-11.758,-2.652,88.671
-11.809,-2.81,88.756
-11.93,-2.923,88.517
-11.746,-3.234,88.493
-11.23,-3.443,88.454
-11.145,-3.434,88.435
-10.505,-3.203,88.658
-10.486,-2.82,88.702
-10.525,-2.608,88.667
-10.487,-2.199,88.81
-10.352,-1.91,88.564
-10.011,-1.713,88.492
-9.642,-1.558,88.572
-9.149,-1.301,88.71
-8.649,-0.879,88.925
-8.571,-0.511,88.999
-8.094,-0.346,89.309
-7.979,-0.206,89.655
-8.032,-0.195,89.976
-8.308,-0.409,89.885
-8.571,-0.56,89.965
-8.847,-0.959,90.128
-9.013,-1.327,89.903
-9.097,-1.755,90.064
-9.008,-2.153,89.823
-9.005,-2.397,89.763
-9.309,-2.619,89.711
-9.309,-2.873,89.83
-9.638,-3.154,90.02
-9.531,-3.486,90.114
-9.261,-3.669,90.147
-8.976,-3.687,90.084
-8.697,-3.482,89.812
-8.67,-3.157,89.925
-8.302,-2.778,89.957
-8.278,-2.397,90.024
-8.401,-2.005,90.064
-8.551,-1.494,89.996
-8.562,-1.063,89.897
-8.36,-0.695,90.214
-8.016,-0.396,90.348
-7.937,-0.075,90.47
-7.489,0.363,90.455
-7.562,0.742,90.42
-7.675,0.779,90.321
-7.826,0.522,90.431
-7.801,0.286,90.52
-7.437,0.153,90.417
-7.011,0.276,90.4
-6.971,0.525,90.342
-6.812,0.967,90.735
-6.834,1.324,90.929
-7.442,1.465,90.956
-7.8,1.577,90.855
-7.871,1.709,90.934
-8.566,1.792,90.705
-8.858,2.023,90.651
-9.028,2.234,90.921
-9.127,2.221,91.127
-9.266,1.89,90.956
-9.383,1.304,91.03
-9.242,0.809,90.998
-8.929,0.531,91.127
-8.336,0.34,91.084
-7.805,0.195,91.006
-7.4,0.118,91.173
-6.941,0.028,91.097
-6.863,-0.087,91.175
-6.201,-0.181,91.276
-6.165,-0.513,91.593
-6.178,-0.694,91.908
-6.213,-0.703,92.001
-6.77,-0.865,92.024
-6.775,-1.207,92.023
-6.564,-1.817,91.892
-6.498,-2.264,91.835
-6.605,-2.655,91.668
-6.742,-3.089,91.21
-7.033,-3.503,91.364
-7.297,-3.76,91.328
-7.351,-4.007,91.074
-7.668,-4.239,91.098
-8.295,-4.442,90.797
-8.574,-4.435,90.626
-8.805,-4.318,90.56
-8.971,-4.15,90.364
-8.966,-4.024,90.402
-8.814,-3.682,90.44
-8.657,-3.559,90.558
-8.638,-4.047,90.712
-8.677,-4.685,90.789
-8.903,-4.996,90.573
-8.905,-5.322,90.534
-9.108,-5.725,90.351
-9.012,-6.035,89.891
-8.794,-6.169,89.47
-8.519,-6.305,89.328
-8.08,-6.115,88.778
-8.0,-5.985,88.457
-7.711,-5.777,88.408
-8.07,-5.536,88.266
-8.392,-5.24,88.177
-8.587,-4.824,88.189
-8.55,-4.251,88.248
-8.374,-3.559,88.401
-8.337,-3.521,88.401
-8.135,-2.73,88.286
-8.104,-2.473,87.973
-7.571,-2.338,87.992
-7.092,-2.26,88.048
-6.71,-2.364,88.04
-6.281,-2.48,88.37
-5.793,-2.626,88.524
-5.319,-2.716,88.431
-4.858,-2.686,88.51
-4.615,-2.712,88.445
-4.607,-2.834,88.359
-4.776,-2.823,88.036
-4.803,-2.855,87.904
-5.248,-2.903,87.783
-5.44,-2.81,87.726
-5.558,-2.624,87.864
-5.732,-2.387,88.028
-5.882,-2.234,88.25
-6.058,-2.108,88.486
-6.111,-2.286,88.877
-6.613,-2.844,89.318
-6.82,-3.285,89.465
-6.841,-3.651,89.814
-6.888,-3.967,90.002
-6.742,-4.22,90.22
-6.228,-4.473,90.267
-5.835,-4.506,90.532
-5.556,-4.412,90.598
-5.488,-4.126,90.443
-5.491,-3.976,90.519
-5.509,-3.805,90.527
-5.616,-3.747,90.433
-5.805,-3.711,90.336
-5.882,-3.728,90.577
-6.023,-3.967,90.961
-6.077,-3.976,91.142
-5.536,-3.839,91.229
-4.846,-3.721,91.031
-4.759,-3.637,90.831
-4.002,-3.695,90.868
-3.764,-3.8,90.769
-4.151,-4.131,90.958
-4.657,-4.394,90.816
-4.687,-4.576,90.861
-5.421,-4.719,90.896
-5.79,-4.848,90.705
-6.217,-4.916,90.261
-6.656,-4.965,90.065
-7.023,-5.098,90.122
-7.409,-5.168,89.823
-7.708,-5.145,89.798
-7.976,-4.979,90.151
-8.036,-4.766,90.115
-8.007,-4.531,90.111
-7.778,-4.329,90.146
-7.503,-4.158,90.141
-7.325,-3.865,90.184
-7.229,-3.468,90.228
-7.332,-3.342,90.517
-7.6,-3.501,90.737
-7.904,-3.843,90.86
-8.131,-4.09,90.764
-8.365,-4.19,90.563
-8.576,-4.209,90.729
-8.49,-4.207,90.7
-8.144,-3.915,90.533
-7.681,-3.841,90.311
-7.371,-3.892,90.294
-7.434,-4.064,90.156
-7.825,-4.263,90.108
-7.883,-4.353,90.081
-8.108,-4.294,89.604
-8.072,-4.177,89.588
-7.178,-4.136,89.537
-6.712,-4.069,89.534
-6.522,-3.896,89.506
-6.491,-3.543,89.578
-6.592,-3.336,89.504
-6.636,-3.38,89.524
-7.069,-3.69,89.587
-7.312,-3.955,89.566
-7.329,-4.204,89.244
-7.24,-4.336,89.158
-6.87,-4.524,89.1
-6.86,-4.396,89.048
-6.724,-4.039,89.142
-7.011,-3.953,89.181
-7.496,-4.132,89.106
-7.958,-4.285,89.117
-8.22,-4.306,89.139
-8.393,-4.14,88.947
-8.263,-3.761,88.762
-7.968,-3.548,88.585
-7.748,-3.496,88.549
-7.772,-3.727,88.315
-8.069,-4.193,88.365
-8.069,-4.603,88.266
-8.59,-4.901,88.467
-8.712,-5.378,88.609
-8.697,-5.898,88.415
-8.708,-6.246,88.462
-8.612,-6.468,88.458
-8.588,-6.674,88.439
-7.94,-6.564,88.477
-7.863,-6.212,88.396
-7.186,-5.889,88.26
-6.918,-5.425,88.26
-6.816,-5.011,88.315
-6.989,-4.825,88.237
-7.341,-4.682,88.44
-7.881,-4.471,88.837
-8.245,-4.24,89.263
-8.468,-3.832,89.494
-8.555,-3.49,89.669
-8.721,-3.096,89.841
-8.721,-2.845,89.948
-9.22,-2.857,90.044
-9.639,-2.841,90.2
-10.071,-2.864,90.498
-10.438,-2.782,90.795
-10.512,-2.628,91.191
-10.77,-2.369,91.384
-10.586,-2.287,91.519
-10.337,-2.229,91.777
-10.428,-2.274,91.829
-10.739,-2.56,92.112
-11.042,-2.694,92.198
-11.124,-2.824,92.047
-11.243,-2.927,92.138
-11.313,-3.042,92.325
-11.393,-3.23,92.266
-11.322,-3.636,92.089
-11.082,-4.11,92.083
-10.773,-4.407,91.73
-10.231,-4.417,91.441
-9.731,-4.308,91.474
-9.237,-4.254,91.315
-9.237,-4.254,91.315
-8.335,-4.112,91.621
-8.251,-4.078,91.726
-7.579,-3.564,91.634
-7.454,-3.158,91.566
-7.462,-2.789,91.492
-7.462,-2.789,91.492
-7.447,-2.227,91.021
-7.533,-2.0,90.708
-7.554,-1.98,90.56
-7.574,-1.627,90.56
-7.407,-1.198,90.921
-7.36,-1.009,91.193
-7.546,-0.931,91.372
-7.695,-1.234,91.293
-7.767,-1.688,91.52
-7.825,-2.158,91.62
-7.705,-2.422,91.523
-7.638,-2.486,91.239
-6.911,-2.473,91.256
-6.544,-2.477,91.149
-6.122,-2.146,91.248
-6.087,-2.146,91.248
-6.087,-2.146,91.248
-5.605,-1.822,90.69
-6.1,-2.089,90.41
-6.171,-2.105,90.41
-6.171,-2.291,90.02
-6.464,-1.956,89.999
-5.957,-1.664,90.308
-5.559,-1.397,90.335
-5.339,-1.128,90.456
-5.309,-0.919,90.677
-5.345,-0.67,90.274
-5.502,-0.521,90.328
-5.715,-0.64,90.622
-5.76,-1.007,90.738
-6.029,-1.361,90.639
-6.238,-1.616,90.794
-6.431,-1.772,90.915
-6.433,-1.743,90.767
-6.452,-1.544,90.656
-6.618,-1.391,90.35
-6.717,-1.496,90.376
-6.949,-1.647,90.177
-7.128,-1.773,90.018
-7.236,-1.853,90.005
-7.403,-1.446,89.887
-7.361,-1.132,89.713
-7.116,-0.879,89.666
-6.896,-0.847,89.463
-6.72,-1.175,89.367
-6.63,-1.516,89.308
-6.723,-1.763,89.577
-6.636,-1.676,89.841
-6.219,-1.326,89.911
-5.63,-1.173,89.887
-5.287,-1.259,89.581
-4.915,-1.59,89.383
-4.556,-1.919,89.322
-4.502,-2.188,89.103
-4.1,-2.382,89.275
-4.044,-2.267,89.102
-4.169,-2.132,88.988
-4.194,-2.094,88.949
-4.484,-2.102,89.049
-4.687,-2.333,88.891
-4.631,-2.644,89.017
-4.206,-2.86,88.781
-3.703,-2.939,88.746
-3.396,-2.883,88.745
-3.295,-2.947,88.793
-3.499,-3.021,88.741
-3.817,-3.023,89.061
-4.025,-3.03,89.316
-4.049,-3.027,89.595
-4.402,-2.954,89.745
-4.642,-2.993,89.783
-5.08,-2.989,89.771
-5.375,-2.97,89.54
-5.636,-2.658,89.449
-5.849,-2.342,89.387
-6.061,-2.115,89.074
-6.371,-2.041,88.908
-6.665,-1.848,89.137
-6.944,-1.324,89.249
-6.955,-1.068,89.03
-7.089,-0.953,89.175
-7.108,-0.988,89.466
-7.771,-1.116,89.307
-8.048,-1.28,89.307
-8.289,-1.472,89.35
-8.645,-1.701,89.585
-8.881,-1.954,89.925
-9.11,-2.285,90.11
-9.256,-2.617,90.373
-9.288,-2.838,90.638
-9.65,-3.035,90.565
-9.913,-3.394,90.543
-10.246,-3.819,90.344
-10.428,-4.002,90.121
-10.539,-3.839,89.777
-10.557,-3.769,89.678
-10.222,-3.265,89.443
-9.89,-3.321,89.497
-9.402,-3.238,89.866
-9.308,-2.905,89.83
-8.759,-2.591,90.245
-8.805,-2.441,90.519
-9.008,-2.367,90.624
-9.193,-2.301,90.586
-9.439,-2.236,90.523
-9.654,-2.12,90.359
-9.828,-1.952,90.299
-9.904,-1.705,90.528
-9.672,-1.273,90.657
-9.632,-1.229,90.928
-8.975,-0.054,90.884
-8.799,0.232,90.892
-8.647,0.688,90.86
-8.481,1.115,90.92
-8.405,1.618,90.67
-8.211,1.847,90.369
-8.046,2.172,90.222
-7.872,2.485,90.03
-7.516,2.789,89.86
-7.081,2.895,89.574
-6.789,2.917,89.512
-6.528,2.971,89.272
-6.524,2.895,88.876
-7.052,2.831,88.522
-7.245,3.004,88.217
-7.192,3.304,87.862
-6.921,3.53,87.879
-6.658,3.86,87.902
-6.395,4.201,87.948
-6.247,4.368,88.1
-5.985,4.491,88.062
-5.944,4.345,88.117
-5.395,4.425,88.075
-4.989,4.448,88.024
-4.629,4.167,88.205
-4.602,3.813,88.391
