x,y,z
-5.274,-5.881,89.746
-5.158,-5.781,89.867
-5.11,-5.758,89.767
-4.717,-5.536,89.631
-4.124,-5.609,89.739
-4.082,-5.625,89.739
-4.082,-5.625,89.739
-4.02,-6.244,89.772
-4.041,-6.247,89.555
-4.436,-6.247,89.555
-4.436,-6.247,89.555
-4.436,-5.879,88.928
-5.68,-5.869,88.928
-6.072,-5.625,88.987
-6.096,-5.611,89.03
-6.25,-5.473,89.03
-6.25,-5.473,89.161
-6.505,-5.485,89.161
-6.505,-6.143,89.261
-6.697,-6.251,89.48
-6.584,-6.221,89.548
-6.245,-5.99,89.486
-6.245,-5.871,89.459
-5.945,-5.871,89.459
-5.945,-5.871,89.459
-5.945,-5.871,90.005
-4.943,-6.128,90.005
-4.943,-5.515,89.574
-4.634,-5.194,89.673
-4.812,-5.08,89.512
-4.852,-5.076,89.512
-4.852,-5.076,89.512
-4.852,-5.525,89.167
-5.195,-5.525,89.167
-5.195,-5.824,88.969
-4.844,-5.583,88.757
-4.749,-5.11,88.729
-4.745,-4.864,88.668
-4.783,-4.536,88.596
-4.993,-4.159,88.599
-5.082,-3.811,88.642
-4.958,-3.547,88.765
-4.83,-3.198,88.963
-4.814,-3.074,89.358
-4.495,-3.058,89.846
-4.216,-3.115,90.346
-3.579,-3.398,90.864
-3.552,-3.761,90.72
-3.74,-3.985,90.56
-4.896,-4.086,90.392
-4.985,-4.094,90.245
-5.754,-4.386,90.106
-5.825,-4.429,90.106
-6.532,-4.995,89.748
-6.571,-5.055,89.748
-6.571,-5.055,89.748
-7.126,-5.134,89.793
-6.982,-4.869,90.242
-6.953,-4.751,90.559
-6.395,-4.807,90.618
-5.766,-4.796,90.718
-5.373,-4.735,90.82
-4.991,-4.591,91.017
-4.937,-4.579,91.017
-4.144,-4.367,91.06
-3.86,-4.267,90.876
-3.84,-4.269,90.876
-3.784,-4.385,90.338
-3.844,-4.341,90.237
-4.284,-4.337,90.157
-4.592,-3.937,90.37
-4.873,-3.497,90.392
-4.969,-3.156,90.374
-5.078,-2.81,90.243
-5.196,-2.552,90.225
-5.236,-2.312,90.081
-5.521,-2.294,90.147
-5.836,-2.25,90.28
-5.874,-2.259,90.229
-6.069,-2.653,90.23
-5.801,-3.042,90.21
-5.744,-3.058,90.173
-5.211,-3.421,90.018
-4.977,-3.641,89.957
-4.648,-3.949,89.868
-4.517,-4.18,89.748
-4.551,-4.29,89.625
-4.624,-4.259,89.715
-4.649,-4.046,89.857
-4.616,-4.022,89.765
-4.068,-4.102,89.623
-3.65,-4.396,89.512
-3.598,-4.669,89.336
-3.243,-4.92,89.326
-3.175,-5.304,89.095
-3.059,-5.797,88.952
-2.842,-6.312,89.02
-2.684,-6.833,88.98
-2.571,-7.347,88.888
-2.522,-7.719,88.983
-2.524,-8.047,89.002
-2.617,-8.08,88.994
-3.247,-8.259,89.234
-3.59,-8.065,89.202
-3.659,-8.048,89.302
-4.338,-7.14,89.375
-4.504,-6.456,89.423
-4.694,-5.558,89.633
-4.814,-4.93,89.88
-4.871,-4.33,89.699
-4.878,-3.452,89.694
-5.187,-2.329,89.584
-5.21,-1.358,89.45
-5.155,-0.825,89.352
-4.821,-0.511,89.402
-4.444,-0.281,89.58
-4.065,-0.17,89.696
-3.518,-0.123,89.87
-3.004,-0.168,90.289
-2.525,-0.211,90.378
-1.975,-0.333,90.448
-1.894,-0.541,90.652
-1.329,-0.861,90.534
-1.457,-1.334,90.366
-1.498,-1.711,90.159
-2.226,-1.878,90.075
-2.273,-2.071,90.018
-3.065,-2.307,90.041
-3.644,-2.578,90.187
-4.052,-2.901,90.282
-4.439,-3.185,90.376
-5.089,-3.55,90.504
-5.684,-3.804,90.439
-5.773,-3.843,90.373
-6.713,-4.289,90.57
-6.799,-4.592,90.564
-7.497,-5.023,90.279
-7.817,-5.549,90.255
-8.015,-5.909,90.121
-8.097,-6.093,90.024
-8.167,-6.208,89.932
-8.163,-5.945,89.974
-7.856,-5.637,89.967
-7.554,-5.349,89.85
-7.211,-5.042,89.682
-6.939,-4.808,89.376
-6.644,-4.514,89.378
-6.357,-4.211,89.399
-6.304,-3.924,89.665
-5.949,-3.685,89.802
-4.963,-3.558,90.036
-4.75,-3.468,90.129
-4.708,-3.247,90.005
-4.698,-3.247,89.966
-4.845,-2.642,89.783
-4.88,-2.357,89.908
-5.129,-2.05,89.998
-5.452,-2.228,90.002
-5.685,-2.567,89.942
-5.838,-2.902,90.077
-5.838,-2.902,90.077
-6.402,-3.653,90.111
-6.559,-3.955,90.2
-6.438,-4.112,90.382
-6.186,-4.181,90.297
-6.147,-4.055,90.072
-5.507,-3.95,90.049
-5.428,-3.89,89.912
-4.896,-3.68,90.058
-4.682,-3.365,90.053
-4.489,-3.086,89.906
-4.266,-2.815,89.672
-4.227,-2.807,89.495
-3.559,-2.897,89.454
-3.193,-3.059,89.4
-2.767,-3.216,89.652
-2.377,-3.177,89.662
-2.06,-2.985,89.852
-2.016,-2.664,89.873
-1.851,-2.392,89.887
-1.821,-2.379,89.79
-2.114,-2.569,89.855
-2.173,-2.808,89.815
-2.82,-3.028,89.704
-3.054,-2.944,89.504
-3.275,-2.616,89.266
-3.513,-2.356,88.922
-3.909,-2.15,88.847
-4.448,-1.865,88.887
-4.518,-1.687,88.942
-5.328,-1.419,89.126
-5.789,-1.072,89.226
-5.855,-1.045,89.226
-5.855,-1.045,89.226
-6.228,-0.052,89.163
-6.228,-0.278,89.207
-5.954,-0.826,88.863
-5.624,-1.409,88.657
-4.79,-1.869,88.67
-3.656,-2.394,88.731
-3.656,-3.048,88.813
-2.13,-3.638,88.924
-0.262,-4.212,88.893
0.432,-4.638,88.873
0.522,-5.236,88.702
1.305,-5.826,88.61
2.269,-6.663,88.86
2.305,-7.728,89.124
2.742,-9.028,89.351
2.874,-9.676,89.348
2.918,-10.541,89.205
3.066,-11.481,89.152
2.841,-12.54,88.968
2.821,-12.907,88.954
2.147,-13.026,89.211
1.062,-12.999,89.518
0.192,-12.911,89.563
-0.586,-12.547,89.44
-1.361,-12.158,89.334
-2.278,-11.694,89.338
-3.211,-11.008,89.196
-3.898,-10.208,88.992
-3.983,-9.029,88.634
-4.451,-7.053,88.636
-4.747,-7.053,89.022
-4.986,-4.642,89.155
-4.716,-4.777,89.294
-4.716,-5.387,89.812
-4.276,-5.931,90.069
-3.324,-6.52,90.463
-3.245,-6.597,90.6
-2.876,-8.114,90.392
-2.65,-8.851,90.192
-2.325,-8.942,89.971
-2.131,-9.899,89.971
-2.131,-9.899,89.971
-2.131,-10.607,89.935
-1.88,-10.148,90.01
-2.052,-9.508,90.108
-2.211,-8.766,90.283
-2.356,-8.133,90.453
-2.62,-7.23,90.453
-2.62,-5.826,90.384
-2.937,-4.23,90.404
-3.497,-3.047,90.252
-3.497,-3.047,90.252
-3.497,-3.047,89.545
-4.376,-2.364,89.709
-4.428,-2.385,89.874
-4.497,-3.228,90.038
-4.198,-3.71,90.202
-3.845,-4.268,90.186
-3.816,-4.268,90.186
-3.816,-4.268,90.186
-2.537,-5.359,90.308
-2.501,-5.359,90.394
-2.198,-5.397,90.394
-1.766,-5.139,90.125
-1.877,-5.05,89.914
-1.9,-4.907,89.986
-2.269,-4.964,89.956
-2.379,-5.334,90.414
-2.375,-5.669,90.138
-2.015,-6.08,89.982
-1.964,-6.12,89.969
-1.64,-6.612,89.758
-1.253,-7.544,89.897
-0.821,-8.178,89.865
-0.518,-8.782,89.715
-0.253,-9.109,89.689
0.17,-9.359,89.763
0.556,-9.636,89.948
0.981,-9.914,90.143
1.256,-10.201,90.236
1.328,-10.38,90.029
1.226,-10.601,90.011
0.893,-10.323,90.312
0.522,-9.521,90.52
0.478,-8.84,90.652
0.475,-8.768,90.706
0.404,-6.931,90.757
0.398,-5.914,90.822
0.298,-5.407,90.602
0.286,-5.322,90.589
0.029,-3.824,90.292
-0.104,-2.883,90.361
-0.301,-2.48,90.216
-0.653,-2.366,90.114
-1.072,-2.24,90.161
-1.442,-2.152,90.279
-1.705,-2.093,90.371
-2.159,-2.021,90.599
-2.454,-2.049,90.746
-2.477,-1.995,90.58
-2.709,-1.972,90.431
-2.565,-1.624,90.327
-2.544,-1.601,90.327
-2.582,-1.286,90.208
-2.582,-1.286,90.208
-3.143,-0.957,90.298
-3.384,-0.936,90.334
-3.384,-0.787,90.553
-3.879,-0.592,90.643
-3.912,-0.365,90.859
-3.884,-0.226,90.872
-3.726,0.007,91.026
-3.197,0.164,91.219
-3.121,-0.092,91.212
-2.35,-0.466,90.923
-1.9,-0.973,90.6
-1.731,-1.543,90.035
-1.729,-2.544,89.741
-1.809,-3.387,89.426
-1.904,-3.689,89.013
-2.077,-4.07,88.773
-2.105,-4.07,88.883
-2.87,-4.636,89.06
-2.87,-4.598,88.983
-3.72,-4.562,89.088
-3.748,-4.4,89.104
-4.371,-4.111,88.802
-4.723,-3.732,88.322
-4.634,-3.061,87.948
-4.505,-2.184,87.796
-4.294,-1.588,87.65
-4.018,-1.209,87.905
-4.018,-1.209,87.905
-4.018,-1.209,88.295
-3.165,-0.706,88.295
-3.165,-0.706,88.295
-1.383,0.175,88.886
-0.898,0.439,89.047
-0.463,0.808,89.066
-0.397,0.88,89.185
0.233,1.615,89.351
0.233,2.027,89.334
0.758,2.34,89.316
0.956,2.451,89.087
0.975,2.584,89.036
1.154,2.396,88.66
0.904,2.088,88.565
0.904,1.757,88.81
-0.001,1.375,88.84
-0.345,1.018,89.14
-0.37,1.018,89.14
-0.37,-0.637,89.864
-1.679,-1.369,90.33
-2.372,-2.771,90.558
-2.468,-4.007,90.633
-2.787,-4.719,90.231
-3.816,-5.559,89.891
-4.471,-6.252,89.746
-4.946,-6.934,89.721
-5.372,-7.834,89.99
-5.414,-7.834,89.99
-6.016,-8.182,89.728
-6.021,-7.832,89.526
-5.952,-7.547,89.391
-5.038,-7.206,89.314
-4.306,-7.154,89.243
-3.578,-7.342,89.468
-3.578,-7.166,89.266
-2.367,-7.221,89.364
-0.753,-7.494,89.569
-0.626,-7.517,89.569
0.757,-7.91,89.589
0.95,-8.251,89.414
2.645,-8.505,89.117
3.219,-8.835,88.94
3.9,-9.66,88.761
4.541,-10.255,88.633
4.609,-10.263,88.574
4.939,-10.246,88.978
5.317,-10.273,88.978
5.317,-10.273,88.978
5.317,-10.273,88.978
5.317,-8.807,91.306
4.049,-7.95,91.674
3.535,-6.944,92.007
3.446,-6.744,92.007
2.712,-5.137,92.425
2.486,-4.399,92.75
2.463,-4.399,92.771
2.156,-3.196,92.293
1.973,-2.545,91.838
1.836,-2.039,91.278
1.421,-1.416,90.561
1.379,-1.376,90.148
0.988,-0.269,89.894
0.706,0.258,90.04
0.66,0.681,89.981
0.08,1.014,89.888
-0.317,1.134,90.061
-0.805,1.144,89.963
-1.265,0.868,89.932
-1.692,0.421,89.925
-2.006,-0.313,89.96
-2.033,-0.451,89.96
-2.033,-0.451,89.794
-2.669,-2.291,89.794
-3.67,-4.417,89.67
-3.721,-4.94,89.755
-4.535,-5.502,89.645
-4.634,-6.291,89.965
-5.788,-6.868,90.237
-6.218,-7.055,90.268
-6.488,-6.97,90.282
-6.528,-6.64,90.081
-6.461,-6.294,90.227
-6.296,-6.049,90.305
-6.005,-5.693,90.594
-5.548,-5.45,90.624
-5.472,-5.442,90.746
-4.588,-5.509,91.101
-4.149,-5.765,91.16
-3.58,-6.007,91.322
-3.487,-6.169,91.06
-2.977,-6.255,90.896
-2.329,-6.276,90.86
-2.183,-6.277,90.677
-1.938,-6.584,90.626
-1.754,-7.261,90.569
-1.754,-8.135,90.48
-1.924,-8.804,90.484
-2.03,-9.274,90.359
-2.043,-9.274,90.055
-2.415,-9.989,90.055
-2.415,-9.989,89.648
-2.929,-11.05,89.648
-2.929,-11.05,89.099
-2.891,-12.109,89.169
-2.87,-11.829,89.227
-2.979,-11.277,89.235
-3.034,-10.678,89.222
-2.961,-9.94,89.426
-2.943,-9.271,89.516
-2.767,-8.636,89.646
-2.457,-8.032,89.961
-2.033,-7.524,89.827
-1.942,-6.985,89.647
-1.546,-6.44,89.698
-1.438,-6.44,89.698
-1.438,-6.44,89.698
-1.438,-6.44,89.698
-1.438,-6.44,89.698
-1.361,-3.418,89.218
-1.383,-3.08,89.254
-1.579,-3.061,89.288
-1.752,-2.847,89.288
-2.144,-2.706,89.278
-2.185,-3.007,89.276
-2.432,-3.245,89.29
-2.619,-3.263,89.29
-2.619,-3.263,89.29
-2.619,-3.263,89.29
-2.619,-3.263,90.453
-3.117,-5.185,90.659
-3.117,-5.185,90.62
-3.518,-5.37,90.499
-4.385,-5.693,90.368
-4.97,-5.76,90.126
-5.058,-5.766,89.773
-5.381,-5.539,89.679
-6.049,-5.225,89.672
-6.459,-5.181,89.646
-6.501,-5.267,89.638
-7.129,-5.593,89.647
-7.299,-5.986,89.694
-7.209,-6.475,89.751
-6.979,-6.889,89.803
-6.712,-7.281,89.853
-6.223,-7.447,89.971
-5.841,-7.524,90.047
-5.328,-7.648,90.079
-4.679,-7.806,89.904
-4.679,-7.8,89.893
-3.666,-7.717,89.824
-3.338,-7.532,89.754
-3.338,-7.532,89.554
-2.862,-6.948,89.367
-2.859,-6.904,89.422
-3.036,-6.115,89.72
-3.427,-5.997,90.076
-3.543,-5.548,90.564
-3.556,-4.973,90.931
-3.722,-4.632,91.182
-3.761,-4.275,91.332
-3.88,-3.919,91.323
-4.074,-3.714,91.119
-4.321,-3.553,91.154
-4.555,-3.479,90.873
-4.739,-3.363,91.053
-4.739,-3.445,90.849
-4.752,-3.471,90.73
-4.211,-3.674,90.658
-3.927,-3.822,90.676
-3.559,-4.044,90.417
-3.344,-4.054,90.172
-3.31,-4.023,90.164
-3.08,-3.804,90.188
-3.265,-3.573,90.277
-3.561,-3.468,90.35
-3.929,-3.489,90.37
-4.177,-3.523,90.389
-4.223,-3.651,90.476
-4.635,-3.727,90.69
-4.675,-3.908,90.912
-4.48,-4.088,90.868
-4.147,-4.248,90.706
-3.822,-4.327,90.808
-3.793,-4.193,90.669
-3.879,-3.808,90.566
-3.816,-3.626,90.309
-3.545,-3.561,90.004
-3.479,-3.769,89.715
-2.858,-4.145,89.392
-2.604,-4.531,89.226
-2.384,-4.798,89.263
-2.104,-4.919,89.28
-1.854,-4.904,89.224
-1.566,-4.869,89.201
-1.154,-4.8,89.142
-0.821,-4.702,89.299
-0.503,-4.595,89.367
-0.176,-4.258,89.491
-0.175,-3.823,89.579
-0.381,-3.644,89.731
-0.595,-3.559,89.998
-0.995,-3.417,90.213
-1.339,-3.106,90.534
-1.508,-2.783,90.553
-1.54,-2.392,90.472
-1.586,-2.121,90.042
-1.689,-1.836,89.711
-1.895,-1.823,89.587
-2.234,-1.902,89.323
-2.638,-1.926,89.253
-2.862,-1.751,89.345
-2.579,-1.554,89.212
-2.503,-1.555,89.212
-1.952,-1.88,89.642
-1.619,-2.133,89.505
-1.304,-2.652,89.438
-1.272,-2.703,89.617
-1.024,-3.693,89.978
-1.012,-3.715,89.978
-1.012,-3.715,89.978
-0.397,-4.539,90.437
-0.16,-4.647,90.033
0.197,-4.619,89.976
0.257,-4.618,89.976
0.257,-4.618,89.976
0.257,-4.618,89.976
0.257,-4.618,89.976
0.257,-4.618,89.976
0.257,-3.813,89.696
-1.208,-3.363,89.478
-1.548,-2.904,89.285
-2.024,-2.477,89.335
-2.091,-2.253,89.491
-2.92,-2.071,89.515
-3.345,-2.037,89.486
-3.639,-1.919,89.605
-3.983,-1.712,89.591
-4.093,-1.421,89.528
-4.015,-1.1,89.564
-3.713,-0.964,89.5
-3.318,-1.035,89.605
-3.004,-1.281,89.855
-2.955,-1.3,90.118
-2.7,-2.165,90.114
-2.738,-2.591,90.361
-2.819,-3.034,90.441
-2.825,-3.295,90.493
-3.081,-3.522,90.686
-3.542,-3.821,90.852
-3.564,-3.672,90.613
-3.467,-3.387,90.304
-3.199,-2.991,90.33
-2.953,-2.907,90.433
-2.598,-2.716,90.391
-2.559,-2.225,90.449
-2.572,-2.187,90.347
-2.862,-1.57,90.68
-3.124,-1.323,90.705
-3.333,-1.089,90.752
-3.333,-1.089,90.682
-3.543,-0.999,90.682
-3.543,-0.999,90.682
-3.543,-1.648,91.424
-3.785,-1.648,91.424
-3.785,-1.648,91.424
-3.785,-1.648,91.424
-4.121,-2.921,90.75
-4.137,-2.999,90.907
-4.335,-2.84,90.827
-4.374,-2.645,90.732
-4.368,-2.487,90.383
-4.396,-2.333,90.328
-4.412,-2.199,90.072
-4.878,-2.112,90.173
-4.948,-2.1,90.252
-5.003,-1.895,90.195
-4.981,-1.863,90.195
-4.981,-1.542,89.955
-4.448,-1.454,89.775
-4.081,-1.326,89.734
-4.081,-1.326,89.734
-4.081,-1.326,89.734
-4.081,-1.326,89.734
-4.081,-1.326,89.734
-4.081,-1.326,89.734
-4.081,-1.801,88.832
-4.406,-1.825,88.832
-4.406,-1.825,88.832
-4.406,-1.825,88.832
-4.406,-1.825,88.832
-4.406,-2.646,88.019
-3.941,-2.695,88.158
-3.728,-2.701,88.158
-3.728,-2.701,88.158
-3.728,-2.701,88.158
-3.728,-2.701,88.158
-3.728,-2.701,88.158
-3.728,-2.701,88.158
-4.366,-3.798,89.606
-4.726,-4.165,89.891
-4.794,-4.604,90.171
-5.665,-4.871,90.218
-5.737,-5.017,90.3
-6.176,-5.126,90.278
-6.661,-5.126,90.237
-7.25,-5.183,90.237
-7.25,-5.183,90.237
-7.25,-5.183,90.237
-8.656,-5.227,89.883
-8.656,-5.227,89.866
-8.828,-5.044,89.866
-8.828,-5.044,89.866
-8.828,-5.044,89.866
-7.243,-5.056,89.794
-6.603,-5.165,89.805
-6.603,-5.165,89.805
-6.603,-5.165,89.805
-6.603,-5.165,89.781
-5.383,-5.278,90.011
-5.057,-5.286,90.051
-4.726,-5.726,90.135
-5.031,-5.823,90.039
-5.341,-5.614,90.02
-5.366,-5.359,89.921
-5.364,-5.029,89.846
-5.459,-4.683,89.866
-5.462,-4.683,89.866
-5.58,-3.861,90.279
-5.609,-3.365,90.684
-5.573,-3.172,90.8
-5.579,-3.228,90.798
-5.302,-3.285,90.811
-5.302,-3.551,90.562
-5.174,-3.551,90.667
-5.308,-4.266,90.738
-5.597,-4.531,90.686
-5.67,-4.718,90.64
-6.199,-4.733,90.64
-6.832,-4.914,89.993
-6.877,-4.913,89.993
-7.137,-5.202,89.959
-7.024,-5.519,90.003
-6.699,-5.36,90.086
-6.351,-4.964,90.245
-6.015,-4.352,90.177
-5.973,-4.215,90.094
-5.445,-3.087,89.888
-5.39,-2.439,89.586
-4.741,-2.006,89.404
-4.267,-1.641,89.182
-3.803,-1.373,89.196
-3.459,-1.243,89.007
-2.999,-1.159,88.952
-2.928,-1.228,89.157
-2.282,-1.431,89.304
-2.252,-1.797,89.294
-1.923,-2.293,89.593
-1.892,-2.329,89.593
-2.196,-3.055,89.557
-2.359,-3.44,89.654
-2.524,-3.955,89.828
-2.529,-4.321,90.037
-2.48,-4.818,90.161
-2.273,-5.226,90.207
-2.114,-5.583,90.332
-2.108,-5.878,90.563
-1.545,-6.033,90.984
-1.306,-5.908,90.916
-1.381,-5.493,90.649
-1.455,-5.197,90.358
-1.502,-4.914,90.188
-1.348,-4.671,89.84
-1.046,-4.432,89.496
-0.995,-4.422,89.348
-0.363,-4.182,89.119
-0.118,-4.163,89.166
0.166,-4.181,89.036
0.467,-4.106,89.117
0.582,-4.01,89.052
0.677,-3.847,88.889
0.945,-3.486,88.76
1.241,-3.278,88.631
1.292,-3.224,88.58
0.927,-3.25,88.578
0.603,-3.269,88.342
0.571,-3.289,88.378
0.069,-3.257,88.614
-0.362,-3.233,88.829
-0.611,-3.089,89.009
-0.671,-2.867,89.026
-0.524,-2.557,89.267
-0.343,-2.35,89.257
0.107,-2.042,89.513
0.409,-1.853,89.424
0.437,-1.691,89.449
0.236,-1.618,89.601
0.005,-1.439,89.365
0.005,-1.153,89.181
-0.154,-0.792,88.946
-0.007,-0.601,89.026
0.148,-0.528,89.117
0.167,-0.622,89.387
-0.238,-0.986,89.523
-0.7,-1.229,89.741
-0.884,-1.32,90.145
-1.125,-1.281,90.292
-1.16,-1.234,90.499
-1.503,-1.279,90.431
-2.451,-1.554,90.419
-2.923,-1.82,90.093
-3.378,-2.052,90.025
-3.907,-2.443,90.024
-4.411,-2.824,90.0
-5.036,-3.151,89.981
-5.625,-3.334,90.153
-6.118,-3.535,89.986
-6.534,-3.815,89.86
-6.59,-3.841,89.88
-6.989,-4.611,89.736
-7.561,-5.009,89.764
-7.964,-5.402,89.777
-7.984,-5.717,89.606
-8.411,-5.921,89.433
-8.538,-6.188,89.376
-8.549,-6.459,89.44
-8.526,-6.62,89.604
-7.903,-6.707,89.821
-7.875,-6.706,90.084
-7.113,-6.743,90.53
-6.7,-6.776,90.683
-6.366,-6.772,90.515
-6.319,-6.696,90.436
-5.971,-6.446,90.171
-5.923,-6.12,90.163
-5.928,-5.705,90.089
-5.883,-5.437,89.782
-5.584,-5.283,89.975
-5.228,-5.156,89.942
-5.185,-5.138,89.776
-4.697,-5.071,89.857
-4.253,-4.961,89.703
-4.21,-4.763,89.616
-3.549,-4.76,89.681
-3.21,-4.728,89.462
-3.151,-4.755,89.615
-2.488,-4.742,89.513
-2.093,-4.525,89.494
-2.023,-4.324,89.33
-1.558,-4.017,89.323
-0.76,-3.664,89.218
-0.681,-3.473,89.508
0.04,-3.331,89.673
0.402,-3.213,89.908
0.696,-3.147,89.895
0.974,-3.055,89.771
1.266,-2.719,89.672
1.219,-2.507,89.576
1.181,-2.525,89.392
0.91,-2.665,89.586
0.197,-2.688,89.755
-0.002,-2.686,89.745
-0.052,-2.713,89.949
-0.803,-2.745,89.952
-1.196,-2.876,89.946
-1.255,-2.974,89.962
-1.402,-2.992,89.906
-1.603,-3.07,89.872
-1.723,-3.252,89.829
-1.751,-3.672,89.819
-1.838,-3.956,89.674
-1.856,-4.186,89.742
-1.907,-4.674,89.798
-1.949,-5.03,90.14
-2.167,-5.325,90.193
-2.526,-5.507,90.31
-2.794,-5.638,90.434
-2.983,-5.777,90.418
-3.022,-6.039,90.482
-3.546,-6.349,90.383
-3.608,-6.872,90.367
-3.938,-7.346,90.273
-4.066,-7.646,89.932
-4.186,-8.062,89.703
-4.362,-8.084,89.651
-4.421,-8.263,89.705
-4.415,-8.263,89.552
-3.842,-7.891,89.42
-3.306,-7.73,89.244
-2.647,-7.453,89.155
-2.123,-6.84,89.224
-1.865,-5.796,89.059
-1.695,-5.09,89.041
-1.574,-4.501,89.172
-1.496,-3.897,89.146
-1.473,-3.289,89.24
