x,y,z
-10.773,0.626,89.243
-10.994,0.769,89.17
-11.037,0.994,89.221
-10.963,1.08,89.427
-10.7,0.837,89.333
-10.51,0.42,89.098
-10.298,-0.322,89.22
-9.981,-1.627,88.775
-9.852,-2.872,89.107
-9.676,-4.139,89.602
-9.333,-5.715,89.957
-8.891,-7.476,89.848
-8.437,-8.75,89.616
-7.924,-9.757,89.554
-6.924,-10.336,89.646
-6.141,-10.347,89.71
-5.984,-10.301,89.574
-4.439,-10.019,89.525
-3.636,-9.022,89.668
-3.04,-7.735,89.575
-2.829,-6.311,89.806
-2.441,-5.095,89.312
-2.071,-4.065,89.078
-1.796,-3.154,89.418
-1.598,-2.108,89.323
-1.384,-1.066,89.527
-1.235,-0.161,89.805
-1.189,0.576,90.069
-1.202,1.595,89.889
-1.198,1.648,89.916
-1.261,3.202,90.162
-1.81,3.601,90.331
-2.275,3.543,90.125
-2.706,3.451,89.775
-3.284,3.297,89.593
-3.862,3.093,89.624
-4.315,2.901,89.979
-4.646,2.424,90.295
-4.838,1.54,89.995
-4.945,0.709,89.762
-5.06,-0.177,89.595
-5.09,-1.152,89.792
-5.073,-1.916,89.859
-4.97,-2.61,90.19
-4.819,-3.182,90.035
-4.551,-3.707,90.025
-4.423,-4.21,89.647
-4.367,-4.615,89.369
-4.179,-4.815,89.568
-4.111,-4.981,89.54
-3.903,-4.717,89.571
-3.825,-4.309,89.506
-3.898,-3.91,89.654
-4.018,-3.375,89.555
-4.132,-2.802,89.708
-4.161,-2.261,89.88
-4.168,-1.822,89.821
-4.229,-1.345,89.765
-4.366,-0.813,89.854
-4.459,-0.378,89.849
-4.718,-0.162,89.773
-5.064,-0.2,89.569
-5.302,-0.225,89.732
-5.573,-0.495,89.818
-5.657,-0.921,89.854
-5.552,-1.271,90.105
-5.533,-1.638,90.653
-5.228,-1.932,90.805
-4.996,-2.366,90.931
-4.684,-2.644,90.768
-4.315,-2.768,90.36
-3.952,-2.881,89.8
-3.605,-2.849,89.471
-3.176,-2.769,89.117
-2.751,-2.647,89.12
-2.725,-2.329,88.923
-2.383,-1.976,88.643
-2.349,-1.61,88.54
-2.347,-1.257,88.704
-2.275,-0.942,88.668
-2.068,-0.549,88.628
-2.037,-0.146,88.709
-1.673,0.154,88.945
-1.489,0.394,88.846
-1.335,0.463,89.371
-1.224,0.396,89.849
-1.086,0.175,89.622
-1.138,-0.108,89.148
-1.482,-0.359,88.725
-1.869,-0.459,88.494
-2.303,-0.656,88.316
-2.624,-0.868,88.232
-2.916,-1.222,88.404
-3.071,-1.649,88.556
-3.166,-2.107,88.48
-3.303,-2.462,88.585
-3.527,-2.806,89.0
-3.76,-3.177,89.229
-3.961,-3.585,89.265
-4.128,-3.968,89.575
-4.018,-4.37,90.177
-3.939,-4.386,90.05
-3.908,-3.922,89.858
-3.968,-3.697,89.512
-4.166,-3.833,89.242
-4.342,-4.131,89.147
-4.388,-4.372,88.755
-4.33,-4.352,88.866
-4.056,-4.143,88.65
-3.885,-3.784,88.094
-3.965,-3.5,87.451
-4.09,-3.054,87.103
-4.212,-2.563,86.599
-4.284,-2.191,86.213
-4.348,-1.82,86.417
-4.345,-1.34,86.372
-4.39,-0.938,86.73
-4.57,-0.416,86.969
-4.742,-0.08,87.438
-5.023,0.22,88.069
-5.423,0.627,88.539
-5.79,1.148,88.735
-6.063,1.59,88.68
-6.333,1.997,88.406
-6.537,2.235,88.395
-6.862,2.449,88.775
-7.284,2.555,89.097
-7.651,2.358,89.62
-7.805,2.042,89.952
-7.485,1.98,90.243
-7.211,2.094,90.145
-7.1,2.415,90.041
-7.153,2.782,89.985
-7.215,3.206,90.031
-7.391,3.778,90.091
-7.533,4.008,90.298
-7.84,4.252,90.486
-7.878,4.026,90.615
-7.849,3.484,90.786
-7.618,2.898,91.046
-7.212,2.596,90.996
-6.64,2.409,91.513
-5.994,2.201,91.505
-5.867,1.955,91.355
-4.696,1.84,91.687
-4.612,1.943,91.729
-4.169,2.024,91.716
-3.254,2.231,91.153
-2.768,2.555,91.21
-2.659,2.828,91.111
-2.654,2.941,91.309
-2.703,2.954,91.29
-3.212,3.656,91.544
-3.21,3.7,91.672
-3.059,3.694,91.946
-2.64,3.485,91.723
-2.423,3.485,91.723
-2.423,3.485,91.723
-2.423,3.485,91.723
-2.423,3.485,91.723
-2.423,3.485,92.097
-3.006,0.507,91.721
-3.564,0.265,91.411
-3.8,-0.023,91.275
-4.038,-0.381,91.497
-4.132,-0.913,91.762
-3.912,-1.3,91.242
-3.542,-1.337,91.227
-3.384,-1.004,91.098
-3.333,-0.594,90.879
-3.317,-0.377,90.65
-3.299,-0.388,90.752
-3.312,-0.787,90.331
-3.286,-1.158,89.851
-3.236,-1.789,89.441
-3.287,-2.66,89.323
-3.242,-3.193,89.633
-3.166,-3.512,90.022
-3.145,-3.957,89.864
-3.045,-4.371,89.687
-2.739,-4.65,89.452
-2.361,-4.733,89.556
-1.861,-4.746,89.398
-1.327,-4.64,89.284
-0.751,-4.429,89.387
-0.308,-4.119,89.596
0.026,-3.766,89.452
0.22,-3.361,89.419
0.456,-2.929,89.293
0.661,-2.538,89.28
0.774,-2.141,89.249
0.8,-1.9,89.206
0.663,-1.736,89.135
0.468,-1.998,89.149
0.362,-2.506,89.56
0.33,-2.762,89.556
0.35,-3.133,89.582
0.259,-3.59,89.594
0.143,-3.925,89.277
-0.062,-4.094,89.03
-0.282,-4.345,88.995
-0.447,-4.487,89.555
-0.396,-4.198,89.511
-0.11,-3.882,89.423
0.137,-3.628,89.468
0.459,-3.228,89.435
0.75,-2.867,89.611
1.112,-2.425,89.852
1.376,-1.972,90.297
1.391,-1.614,90.136
1.077,-1.409,89.799
0.741,-1.379,89.491
0.374,-1.516,89.487
0.007,-1.834,89.597
-0.325,-2.285,89.736
-0.606,-2.742,89.799
-0.636,-3.015,89.677
-0.614,-3.29,89.65
-0.633,-3.706,89.462
-0.837,-4.166,89.545
-0.932,-4.433,89.495
-1.094,-4.945,89.514
-1.254,-5.274,89.564
-1.245,-5.396,89.895
-0.934,-5.101,90.25
-0.601,-4.686,90.283
-0.479,-4.263,90.148
-0.478,-3.941,90.323
-0.455,-3.458,90.602
-0.393,-3.131,90.39
-0.307,-2.761,90.171
-0.31,-2.435,89.529
-0.433,-2.187,88.997
-0.64,-1.858,89.049
-0.862,-1.635,89.213
-1.067,-1.678,89.324
-1.087,-1.947,89.455
-1.271,-2.248,89.715
-1.339,-2.429,89.768
-1.406,-2.805,90.249
-1.562,-3.402,90.346
-1.668,-3.848,90.232
-1.715,-4.276,89.752
-1.763,-4.605,89.648
-1.752,-4.944,90.101
-1.706,-5.162,90.027
-1.646,-5.412,89.825
-1.649,-5.509,89.881
-1.561,-5.596,89.649
-1.478,-5.465,89.299
-1.488,-5.243,89.154
-1.52,-4.961,89.09
-1.563,-4.707,89.166
-1.645,-4.498,89.436
-1.914,-4.142,89.505
-2.069,-3.809,89.675
-1.777,-3.657,89.751
-1.71,-3.662,89.671
-0.998,-3.723,89.535
-0.736,-3.756,89.278
-0.458,-3.651,89.393
-0.502,-3.46,89.702
-0.882,-3.03,89.968
-1.028,-2.724,90.243
-1.156,-2.488,90.171
-1.115,-2.129,89.998
-1.087,-1.858,90.103
-1.034,-1.515,90.192
-1.038,-1.492,90.192
-1.038,-1.492,90.192
-1.038,-1.492,90.192
-1.038,-1.492,89.484
-1.951,-0.546,89.34
-2.072,-0.546,89.34
-2.072,-0.546,89.34
-2.072,-0.546,89.34
-2.515,0.159,89.855
-2.56,0.069,89.919
-3.307,-0.195,90.197
-3.681,-0.403,90.3
-4.007,-0.341,90.356
-4.41,-0.172,90.323
-4.787,0.001,89.899
-4.83,0.011,89.452
-5.596,0.258,89.163
-5.974,0.155,89.085
-6.042,0.089,89.112
-6.612,-0.019,89.709
-6.962,-0.227,89.307
-7.359,-0.504,89.277
-7.74,-0.955,89.411
-7.95,-1.433,89.681
-8.042,-1.903,89.319
-8.065,-2.292,89.02
-8.219,-2.809,88.754
-8.251,-3.507,88.599
-8.26,-3.917,88.621
-8.004,-4.282,89.011
-7.627,-4.47,89.55
-7.365,-4.376,89.625
-6.982,-4.033,89.861
-6.757,-3.764,89.774
-6.761,-3.512,89.8
-6.785,-3.129,90.018
-6.786,-2.776,90.231
-6.749,-2.505,90.16
-6.759,-2.193,89.975
-6.692,-1.777,90.247
-6.548,-1.358,90.448
-6.344,-1.14,90.618
-6.086,-1.138,90.477
-5.754,-1.01,90.276
-5.489,-0.883,89.845
-5.502,-0.665,90.272
-5.8,-0.304,90.182
-6.114,-0.299,90.054
-6.294,-0.396,89.751
-6.541,-0.53,89.443
-6.643,-0.701,89.518
-6.629,-0.834,89.745
-6.354,-1.044,89.57
-5.816,-1.186,89.681
-5.189,-1.236,89.518
-4.758,-1.26,89.408
-4.365,-1.252,89.5
-4.298,-1.289,89.543
-3.584,-1.411,89.552
-3.293,-1.52,89.206
-3.209,-1.454,89.036
-3.094,-1.756,88.959
-3.003,-2.264,89.072
-2.908,-2.557,89.227
-3.064,-2.97,89.219
-3.364,-3.492,89.035
-3.585,-3.846,88.853
-4.016,-4.175,88.759
-4.432,-4.377,88.849
-4.743,-4.5,89.239
-5.056,-4.679,89.115
-5.5,-4.788,88.747
-5.711,-4.99,88.728
-5.567,-5.09,88.55
-5.147,-4.88,89.129
-4.715,-4.643,89.615
-4.138,-4.544,90.215
-3.736,-4.566,90.45
-3.374,-4.506,90.499
-2.94,-4.395,90.367
-2.534,-4.357,90.156
-2.163,-4.348,90.151
-1.554,-4.516,90.13
-1.09,-4.599,90.092
-0.781,-4.677,90.137
-0.536,-4.769,89.881
-0.413,-4.928,89.016
-0.57,-5.265,88.264
-0.804,-5.82,88.04
-1.006,-6.388,87.854
-1.229,-7.032,87.944
-1.513,-7.315,88.324
-1.851,-7.601,88.577
-2.257,-7.651,88.849
-2.561,-7.516,89.38
-2.732,-7.24,89.847
-2.641,-6.526,89.549
-2.462,-5.956,89.382
-2.428,-5.644,89.222
-2.234,-4.903,88.923
-1.97,-4.064,88.917
-1.729,-3.626,88.953
-1.16,-2.95,89.084
-0.274,-2.074,88.983
0.31,-1.59,88.658
0.855,-1.339,88.925
1.608,-1.083,89.12
2.409,-0.922,89.178
3.102,-0.901,89.974
3.744,-0.863,90.386
4.251,-0.872,90.396
4.601,-0.898,90.43
4.803,-1.102,90.382
4.546,-1.637,90.382
4.107,-1.984,90.269
3.74,-2.149,90.283
3.118,-2.333,90.326
2.188,-2.511,90.277
1.456,-2.82,90.458
1.103,-3.327,90.375
1.0,-3.739,90.772
1.028,-4.155,91.066
1.099,-4.691,91.609
1.24,-5.107,91.837
1.212,-5.321,92.254
0.891,-5.354,92.644
0.406,-5.168,92.735
0.175,-4.981,92.984
-0.073,-4.702,92.968
-0.522,-4.225,92.52
-1.033,-3.849,92.393
-1.373,-3.568,92.007
-1.769,-3.181,91.456
-2.053,-2.76,91.578
-2.091,-2.391,91.609
-2.097,-1.765,91.518
-2.113,-1.232,91.391
-2.217,-0.805,91.816
-2.328,-0.54,91.903
-2.67,-0.446,91.992
-2.813,-0.494,92.154
-3.066,-0.572,92.304
-2.876,-0.689,92.038
-2.319,-0.781,91.451
-1.801,-0.769,90.449
-1.535,-0.816,89.866
-1.194,-0.767,89.463
-0.841,-0.627,89.275
-0.562,-0.339,88.979
-0.236,-0.057,88.802
0.115,0.085,88.669
0.448,-0.003,88.799
0.628,-0.005,88.875
0.897,-0.305,88.882
1.006,-0.531,88.852
0.98,-0.391,89.173
0.473,-0.11,89.028
0.255,0.023,89.105
-0.161,0.25,89.078
-0.382,0.477,89.016
-0.545,0.834,89.283
-0.733,1.108,89.636
-1.034,1.381,89.875
-1.335,1.846,90.132
-1.642,2.355,89.973
-2.001,2.691,89.793
-2.522,2.753,89.689
-2.879,2.667,89.301
-2.93,2.576,88.555
-3.453,2.378,88.579
-3.79,2.292,88.756
-4.154,2.266,89.122
-4.274,2.206,89.004
-4.425,2.126,89.337
-4.215,2.03,89.864
-3.68,1.914,89.704
-3.282,1.738,89.523
-2.872,1.489,89.433
-2.47,1.053,89.408
-2.174,0.794,89.472
-1.751,0.472,89.67
-1.323,0.246,89.462
-0.936,0.079,89.529
-0.618,-0.023,89.368
-0.474,0.032,89.384
-0.268,0.269,89.334
-0.284,0.506,89.713
-0.735,0.516,89.707
-1.15,0.563,89.438
-1.455,0.604,89.506
-1.899,0.593,89.464
-2.321,0.609,89.501
-2.969,0.885,89.642
-3.345,1.157,89.513
-3.634,1.589,89.636
-3.848,2.063,89.622
-4.03,2.68,90.232
-4.223,3.264,90.357
-4.278,3.696,90.371
-4.285,4.256,90.34
-4.237,4.561,90.204
-4.146,4.886,90.276
-4.039,5.183,90.548
-3.84,5.337,90.481
-3.425,5.167,90.375
-3.082,4.816,90.698
-2.801,4.175,91.197
-2.816,3.638,91.005
-2.938,3.233,90.541
-2.877,2.83,90.587
-2.599,2.476,90.664
-2.54,2.032,90.841
-2.496,1.47,90.469
-2.409,1.134,90.375
-2.47,0.832,90.503
-2.837,0.439,90.36
-3.083,0.016,90.142
-3.278,-0.232,89.81
-3.246,-0.052,89.65
-2.997,0.455,89.829
-2.715,0.836,89.858
-2.513,1.173,89.731
-2.248,1.449,89.421
-1.942,1.879,89.319
-1.782,2.128,89.12
-1.744,2.345,89.478
-1.88,2.126,89.625
-2.05,1.648,89.657
-2.177,0.997,89.607
-2.273,0.296,89.392
-2.369,-0.473,89.305
-2.433,-1.218,89.606
-2.519,-1.648,89.568
-2.733,-1.97,89.751
-2.812,-2.448,89.889
-2.815,-2.822,89.926
-2.552,-3.035,89.91
-2.289,-3.062,89.79
-2.014,-2.889,89.916
-1.959,-2.624,90.07
-1.999,-2.444,90.019
-2.162,-2.384,89.957
-2.524,-2.285,89.973
-2.787,-2.354,89.778
-2.946,-2.612,89.372
-2.743,-2.845,89.401
-2.333,-2.863,89.48
-2.275,-2.724,89.99
-1.732,-2.475,90.405
-1.687,-2.089,90.522
-1.761,-1.824,90.495
-1.883,-1.643,90.473
-1.992,-1.37,90.932
-2.093,-0.913,91.319
-2.18,-0.385,91.374
-2.156,-0.001,91.478
-2.161,0.208,91.291
-2.207,0.333,91.286
-2.276,0.32,91.251
-2.234,0.345,91.051
-1.745,0.099,90.771
-1.311,-0.298,90.553
-1.088,-0.681,90.384
-1.163,-0.84,90.028
-1.415,-0.893,89.786
-1.438,-0.918,89.724
-1.401,-0.98,89.61
-1.03,-1.035,89.53
-0.702,-1.006,89.424
-0.303,-0.916,89.192
-0.133,-0.685,88.839
0.053,-0.546,88.83
0.247,-0.304,88.58
-0.07,-0.101,88.781
-0.137,0.113,88.821
-0.676,0.227,89.153
-1.129,0.418,89.295
-1.384,0.546,89.251
-1.56,0.784,89.093
-1.757,0.841,89.044
-2.224,0.961,89.066
-2.676,0.971,89.196
-2.959,0.868,89.317
-2.992,0.678,89.023
-3.024,0.422,88.64
-2.643,0.477,88.326
-2.25,0.741,88.329
-2.21,0.563,88.526
-2.412,0.619,88.16
-2.62,0.29,87.802
-2.513,-0.21,87.221
-2.597,-0.395,86.906
-2.548,-0.25,86.884
-2.268,-0.291,87.076
-1.979,-0.375,87.236
-1.955,-0.416,87.345
-2.252,-0.656,87.47
-2.563,-0.963,87.504
-2.889,-1.118,87.563
-3.298,-0.857,87.456
-3.51,-0.528,87.142
-3.576,-0.027,87.101
-3.7,0.253,86.87
-3.958,0.639,87.026
-4.25,1.032,87.054
-4.379,1.246,87.065
-4.226,1.249,87.141
-3.797,0.934,86.81
-3.588,0.306,86.583
-3.752,-0.296,86.446
-4.0,-0.743,86.409
-4.347,-1.213,86.597
-4.831,-1.869,86.62
-5.136,-2.601,86.688
-5.35,-3.047,86.949
-5.694,-3.439,87.232
-6.147,-3.775,87.343
-6.475,-3.957,87.758
-6.798,-4.122,88.166
-7.319,-4.443,88.809
-7.646,-4.836,89.316
-7.657,-5.096,89.789
-7.256,-5.084,90.295
-6.641,-4.888,90.701
-6.016,-4.67,90.716
-5.494,-4.433,90.637
-4.975,-4.211,90.547
-4.374,-3.98,90.714
-3.643,-3.821,91.117
-2.923,-3.745,90.804
-2.505,-3.664,91.252
-1.667,-3.668,91.749
-0.736,-3.735,92.093
-0.14,-3.821,92.584
0.346,-3.86,92.733
0.732,-3.952,92.74
1.002,-3.941,92.584
1.111,-3.89,92.741
0.817,-3.729,93.635
0.364,-3.794,95.081
-0.454,-3.83,95.611
-1.296,-3.843,95.518
-2.265,-3.667,95.268
-3.077,-3.304,95.144
-3.884,-2.52,94.708
-4.961,-1.272,93.397
-5.523,0.858,92.377
-5.735,3.525,91.607
-5.898,6.248,90.607
-6.067,8.773,89.83
-6.152,11.299,89.467
-6.127,12.867,88.977
-5.971,13.536,88.94
-5.932,13.47,88.961
-5.235,12.979,89.441
-5.018,11.83,89.872
-4.782,9.818,90.041
-4.464,7.236,89.963
-4.168,4.714,89.682
-3.852,2.37,89.567
-3.813,2.164,89.544
-3.392,-0.808,89.77
-3.18,-1.934,89.984
-2.937,-2.776,90.372
-2.675,-3.549,90.734
-2.33,-4.287,90.898
-2.161,-4.58,90.626
-2.035,-4.588,90.271
-1.935,-4.352,90.424
-1.903,-4.062,90.284
-1.916,-3.865,90.166
-1.95,-3.56,90.11
-1.901,-3.18,89.999
-1.958,-2.836,90.023
-1.981,-2.585,90.028
-1.919,-2.232,89.979
-1.755,-1.897,89.787
-1.475,-1.649,89.895
-0.994,-1.457,89.997
-0.449,-1.414,90.064
0.085,-1.489,90.304
0.565,-1.558,90.271
1.044,-1.772,89.95
1.497,-2.185,89.727
1.97,-2.582,89.55
2.404,-2.893,89.523
2.883,-3.413,89.503
3.408,-3.833,89.6
3.845,-4.241,89.168
4.178,-4.75,89.103
4.17,-5.293,89.066
3.893,-5.586,89.025
3.491,-5.811,89.064
3.409,-5.841,89.304
2.593,-6.023,89.326
2.139,-6.066,89.567
1.622,-6.029,89.167
1.039,-5.907,89.21
0.527,-5.761,89.359
-0.105,-5.501,89.723
-0.819,-5.387,90.695
-1.454,-5.267,90.945
-2.369,-4.975,91.144
-3.246,-4.633,90.842
-4.042,-4.147,90.526
-4.661,-3.551,90.476
-5.225,-3.017,90.124
-5.918,-2.453,89.807
-6.502,-2.054,89.795
-7.087,-1.882,89.792
-7.585,-1.596,89.489
-7.847,-1.094,89.47
-7.789,-0.675,89.391
-7.559,-0.338,89.483
-7.238,-0.232,89.404
-6.805,-0.114,89.269
-6.307,-0.007,89.253
-5.889,0.083,89.206
-5.385,0.258,89.336
-4.816,0.343,89.668
-4.39,0.383,90.085
-4.092,0.456,90.332
-3.869,0.705,90.521
-3.839,0.967,90.134
-4.113,1.095,90.157
-4.286,1.131,90.382
-4.468,1.04,90.631
-4.48,0.823,90.934
-4.243,0.622,90.667
-3.792,0.395,90.377
-3.339,0.279,90.162
-3.124,0.2,89.932
-3.025,0.248,89.595
-3.036,0.488,89.452
-3.35,0.718,89.327
-3.608,0.686,89.478
-3.687,0.48,90.267
-3.711,0.225,90.337
-3.708,-0.169,90.27
-3.536,-0.456,90.696
-3.181,-0.251,90.674
-2.836,0.079,90.395
-2.598,0.452,90.141
-2.448,0.728,89.897
-2.16,0.95,89.396
-1.764,0.95,89.048
-1.545,0.828,89.001
-1.287,0.527,88.896
-1.033,0.285,89.247
-1.118,-0.009,89.496
-1.361,-0.094,89.752
-1.746,0.013,89.721
-2.163,0.256,89.878
-2.463,0.376,89.973
-2.842,0.389,89.864
-2.969,0.402,89.862
-3.09,0.857,90.096
-3.064,1.434,89.487
-2.823,1.662,89.644
-2.315,1.634,89.625
-1.918,1.584,89.321
-1.375,1.44,89.472
-0.977,1.094,89.346
-0.84,0.426,89.532
-0.674,-0.18,89.566
-0.456,-0.621,89.839
-0.222,-1.063,89.629
0.116,-1.399,89.447
0.401,-1.726,89.441
0.627,-2.077,89.445
0.951,-2.898,89.517
1.126,-3.75,89.333
1.271,-4.774,89.025
1.491,-5.842,89.031
1.628,-6.463,89.128
1.649,-6.676,88.81
1.643,-6.442,88.886
1.529,-6.018,89.088
1.601,-5.617,88.66
1.612,-5.023,88.713
1.648,-4.358,88.777
1.753,-3.542,88.837
1.75,-2.324,89.127
1.801,-1.554,89.258
1.87,-1.131,89.333
1.876,-0.629,89.254
1.935,0.173,89.591
1.877,1.085,89.763
1.726,1.482,90.014
1.243,1.554,90.022
0.661,1.609,89.624
0.209,1.564,89.983
-0.657,1.612,90.531
-1.561,1.738,90.586
-1.561,1.738,91.259
-2.271,1.835,91.536
-2.698,1.766,91.264
-2.709,1.642,90.973
-2.252,1.449,90.535
-1.573,1.408,89.99
-0.686,1.461,89.808
-0.007,1.531,89.927
0.663,1.611,89.953
0.77,1.507,89.918
1.869,1.355,89.957
2.439,1.032,90.245
2.989,0.671,90.373
3.589,0.247,90.241
3.88,-0.209,90.133
3.935,-0.629,90.1
3.765,-1.034,89.489
3.397,-1.53,89.119
3.345,-1.733,89.175
2.691,-1.78,89.067
2.198,-1.796,89.425
1.745,-1.813,89.713
1.317,-1.874,89.481
0.947,-2.159,89.703
0.606,-2.412,89.688
0.278,-2.676,89.364
0.108,-3.061,89.051
-0.146,-3.414,89.037
-0.523,-3.887,89.037
-0.788,-4.212,89.009
-0.953,-4.408,88.943
-1.233,-4.701,88.691
-1.418,-5.092,88.422
-1.392,-5.36,88.594
-1.091,-5.473,88.611
-0.638,-5.31,88.517
-0.275,-5.051,88.603
0.171,-4.579,88.639
0.57,-4.166,88.692
1.0,-3.805,88.807
1.463,-3.253,89.161
